# pinax figure data — xlabel=t ylabel=x(t)
series,x,y
y1,5.01,-0.13487127006397567
y1,5.02,-0.13758604704850497
y1,5.03,-0.14015682185963313
y1,5.04,-0.14258226217011577
y1,5.05,-0.14486117705483373
y1,5.06,-0.14699251708698124
y1,5.07,-0.14897537430495852
y1,5.08,-0.15080898205090754
y1,5.09,-0.15249271468192785
y1,5.1,-0.15402608715512534
y1,5.11,-0.15540875448775057
y1,5.12,-0.1566405110937885
y1,5.13,-0.1577212899984666
y1,5.14,-0.15865116193224257
y1,5.15,-0.15943033430594133
y1,5.16,-0.16005915006879634
y1,5.17,-0.16053808645125575
y1,5.18,-0.16086775359449518
y1,5.19,-0.1610488930686757
y1,5.2,-0.16108237628206998
y1,5.21,-0.16096920278326232
y1,5.22,-0.16071049845871438
y1,5.23,-0.1603075136280614
y1,5.24,-0.15976162103958752
y1,5.25,-0.1590743137683952
y1,5.26,-0.1582472030198605
y1,5.27,-0.15728201584103005
y1,5.28,-0.1561805927426829
y1,5.29,-0.15494488523484218
y1,5.3,-0.15357695327857962
y1,5.31,-0.15207896265701332
y1,5.32,-0.15045318226845392
y1,5.33,-0.14870198134469992
y1,5.34,-0.1468278265975347
y1,5.35,-0.14483327929651968
y1,5.36,-0.14272099228121826
y1,5.37,-0.1404937069110267
y1,5.38,-0.13815424995581296
y1,5.39,-0.1357055304306126
y1,5.4,-0.13315053637763938
y1,5.41,-0.13049233159891263
y1,5.42,-0.12773405234280516
y1,5.43,-0.12487890394785563
y1,5.44,-0.12193015744718848
y1,5.45,-0.11889114613690248
y1,5.46,-0.11576526211180144
y1,5.47,-0.11255595277184019
y1,5.48,-0.10926671730267173
y1,5.49,-0.1059011031336681
y1,5.5,-0.10246270237679543
y1,5.51,-0.0989551482497164
y1,5.52,-0.09538211148647609
y1,5.53,-0.09174729673912216
y1,5.54,-0.08805443897359873
y1,5.55,-0.08430729986322141
y1,5.56,-0.08050966418303375
y1,5.57,-0.07666533620831857
y1,5.58,-0.0727781361205027
y1,5.59,-0.0688518964236757
y1,5.6,-0.06489045837490258
y1,5.61,-0.06089766843148197
y1,5.62,-0.05687737471826261
y1,5.63,-0.05283342351807737
y1,5.64,-0.04876965578834416
y1,5.65,-0.04468990370679625
y1,5.66,-0.04059798724929885
y1,5.67,-0.03649771080261721
y1,5.68,-0.03239285981499225
y1,5.69,-0.028287197487292515
y1,5.7,-0.02418446150746814
y1,5.71,-0.02008836083097718
y1,5.72,-0.016002572509785252
y1,5.73,-0.011930738572489455
y1,5.74,-0.007876462958037027
y1,5.75,-0.0038433085054562863
y1,5.76,0.00016520599805015367
y1,5.77,0.004145608708382371
y1,5.78,0.008094477552980768
y1,5.79,0.012008442994287438
y1,5.8,0.015884190726181007
y1,5.81,0.019718464301397173
